procedimento_id,codigo,nome_atual_bruto,caracteres_suspeitos,reparo_diagnostico,nome_canonico_sql,nome_canonico_csv,nroproctab,codconv,metodo_correspondencia,nivel_confianca,motivo,acao
40680,3060,Aumento de Coroa Cl¡nica - (Osteotomia),,Aumento de Coroa Clínica - (Osteotomia),Aumento de Coroa Clínica - (Osteotomia),Aumento de Coroa Clínica - (Osteotomia),124,3060,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40681,3070,Aumento de Coroa Cl¡nica - (Plastia),,Aumento de Coroa Clínica - (Plastia),Aumento de Coroa Clínica - (Plastia),Aumento de Coroa Clínica - (Plastia),125,3070,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40682,3080,Bridectomia,,,Bridectomia,Bridectomia,126,3080,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40683,3090,Cirurgia para colagem de botÆo Ortodntico,,Cirurgia para colagem de botão Ortodôntico,Cirurgia para colagem de botão Ortodôntico,Cirurgia para colagem de botão Ortodôntico,127,3090,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40684,3100,Cirurgia para colagem de botÆo Ortodntico com osteotomia,,Cirurgia para colagem de botão Ortodôntico com osteotomia,Cirurgia para colagem de botão Ortodôntico com osteotomia,Cirurgia para colagem de botão Ortodôntico com osteotomia,128,3100,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40685,3110,Cirurgia para Odonto-secÆo - (por elemento),,Cirurgia para Odonto-secção - (por elemento),Cirurgia para Odonto-secção - (por elemento),Cirurgia para Odonto-secção - (por elemento),129,3110,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40686,3120,Cirurgia para Rizectomia,,,Cirurgia para Rizectomia,Cirurgia para Rizectomia,130,3120,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40687,3130,Enxerto de conjuntivo / tunelizaÆo,,Enxerto de conjuntivo / tunelização,Enxerto de conjuntivo / tunelização,Enxerto de conjuntivo / tunelização,131,3130,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40688,3140,Cirurgia Periodontal a retalho - (1 elemento),,,Cirurgia Periodontal a retalho - (1 elemento),Cirurgia Periodontal a retalho - (1 elemento),132,3140,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40689,3150,Cirurgia Periodontal a retalho - (por segmento),,,Cirurgia Periodontal a retalho - (por segmento),Cirurgia Periodontal a retalho - (por segmento),133,3150,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40690,3160,Cunha Distal ou Proximal,,,Cunha Distal ou Proximal,Cunha Distal ou Proximal,134,3160,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40691,3170,Enxerto de Tecido Conjuntivo,,,Enxerto de Tecido Conjuntivo,Enxerto de Tecido Conjuntivo,135,3170,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40692,3180,Enxerto Gengival Livre,,,Enxerto Gengival Livre,Enxerto Gengival Livre,136,3180,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40693,3190,Enxerto Osseo RTG - (RegeneraÆo Tecidual Guiada),,Enxerto Osseo RTG - (Regeneração Tecidual Guiada),Enxerto Osseo RTG - (Regeneração Tecidual Guiada),Enxerto Osseo RTG - (Regeneração Tecidual Guiada),137,3190,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40694,3200,Enxerto Pediculado - (por elemento),,,Enxerto Pediculado - (por elemento),Enxerto Pediculado - (por elemento),138,3200,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40695,3210,Enxerto por Tracionamento de Vestibulo - (por elemento),,,Enxerto por Tracionamento de Vestibulo - (por elemento),Enxerto por Tracionamento de Vestibulo - (por elemento),139,3210,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40696,3220,Enxerto por Tracionamento de Vestibulo - (por segmento),,,Enxerto por Tracionamento de Vestibulo - (por segmento),Enxerto por Tracionamento de Vestibulo - (por segmento),140,3220,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40697,3230,Frenectomia labial inferior,,,Frenectomia labial inferior,Frenectomia labial inferior,141,3230,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40698,3240,Frenectomia labial superior,,,Frenectomia labial superior,Frenectomia labial superior,142,3240,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40699,3250,Frenotomia L bial Inferior,,Frenotomia Lábial Inferior,Frenotomia Lábial Inferior,Frenotomia Lábial Inferior,143,3250,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40700,3260,Frenotomia L bial Superior,,Frenotomia Lábial Superior,Frenotomia Lábial Superior,Frenotomia Lábial Superior,144,3260,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40701,3270,Frenotomia Lingual,,,Frenotomia Lingual,Frenotomia Lingual,145,3270,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40702,3280,Gengivectomia ou Gengivoplastia - (por elemento),,,Gengivectomia ou Gengivoplastia - (por elemento),Gengivectomia ou Gengivoplastia - (por elemento),146,3280,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40703,3290,Gengivectomia ou Gengivoplastia - (por segmento),,,Gengivectomia ou Gengivoplastia - (por segmento),Gengivectomia ou Gengivoplastia - (por segmento),147,3290,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40704,3300,Gengivectomia palatina / lingual - (por elemento),,,Gengivectomia palatina / lingual - (por elemento),Gengivectomia palatina / lingual - (por elemento),148,3300,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40705,3310,Gengivectomia palatina / lingual - (por segmento),,,Gengivectomia palatina / lingual - (por segmento),Gengivectomia palatina / lingual - (por segmento),149,3310,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40706,3320,ManutenÆo Periodontal - (por sessÆo),,Manutenção Periodontal - (por sessão),Manutenção Periodontal - (por sessão),Manutenção Periodontal - (por sessão),150,3320,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40707,3330,Raspagem Sub-gengival e Curetagem de bolsa - (por segmento),,,Raspagem Sub-gengival e Curetagem de bolsa - (por segmento),Raspagem Sub-gengival e Curetagem de bolsa - (por segmento),151,3330,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40708,3340,Raspagem Supra-gengival - (por segmento),,,Raspagem Supra-gengival - (por segmento),Raspagem Supra-gengival - (por segmento),152,3340,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40709,3350,RemoÆo de Fatores de RetenÆo - (por segmento),,Remoção de Fatores de Retenção - (por segmento),Remoção de Fatores de Retenção - (por segmento),Remoção de Fatores de Retenção - (por segmento),153,3350,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40710,3360,Sepultamento Radicular - (por raiz),,,Sepultamento Radicular - (por raiz),Sepultamento Radicular - (por raiz),154,3360,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40711,3370,Ulectomia,,,Ulectomia,Ulectomia,155,3370,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40712,1000,AplicaÆo de Cariost tico - (sessÆo),,Aplicação de Cariostático - (sessão),Aplicação de Cariostático - (sessão),Aplicação de Cariostático - (sessão),156,1000,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40713,1010,AplicaÆo de Fl£or Verniz - (por elemento),,Aplicação de Flúor Verniz - (por elemento),Aplicação de Flúor Verniz - (por elemento),Aplicação de Flúor Verniz - (por elemento),157,1010,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40714,1020,AplicaÆo de Selnate Oclusa Invasivo - (por elemento),,Aplicação de Selnate Oclusa Invasivo - (por elemento),Aplicação de Selnate Oclusa Invasivo - (por elemento),Aplicação de Selnate Oclusa Invasivo - (por elemento),158,1020,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40715,1030,AplicaÆo T¢pica de Fl£or,,Aplicação Tópica de Flúor,Aplicação Tópica de Flúor,Aplicação Tópica de Flúor,159,1030,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40716,1040,Controle da Placa Bacteriana - (por sessÆo),,Controle da Placa Bacteriana - (por sessão),Controle da Placa Bacteriana - (por sessão),Controle da Placa Bacteriana - (por sessão),160,1040,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40717,1050,InstruÆo de Higiene Oral - (I.H.O.),,Instrução de Higiene Oral - (I.H.O.),Instrução de Higiene Oral - (I.H.O.),Instrução de Higiene Oral - (I.H.O.),161,1050,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40718,1060,Profilaxia - (Polimento com taa de borracha),,Profilaxia - (Polimento com taça de borracha),Profilaxia - (Polimento com taça de borracha),Profilaxia - (Polimento com taça de borracha),162,1060,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40719,1070,Profilaxia - (Ultrason e Jato de Bicarbonato),,,Profilaxia - (Ultrason e Jato de Bicarbonato),Profilaxia - (Ultrason e Jato de Bicarbonato),163,1070,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40720,1080,Teste de fluxo salivar,,,Teste de fluxo salivar,Teste de fluxo salivar,164,1080,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40721,1090,Teste de Risco de C rie,,Teste de Risco de Cárie,Teste de Risco de Cárie,Teste de Risco de Cárie,165,1090,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40722,8000,Attachment,,,Attachment,Attachment,166,8000,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40723,8010,Casquete de moldagem,,,Casquete de moldagem,Casquete de moldagem,167,8010,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40724,8020,Conserto de Pr¢tese Total e Parcial,,Conserto de Prótese Total e Parcial,Conserto de Prótese Total e Parcial,Conserto de Prótese Total e Parcial,168,8020,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40725,8030,Coroa em Resina Prensada,,,Coroa em Resina Prensada,Coroa em Resina Prensada,169,8030,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40726,8040,Coroa em Resina Sinfony,,,Coroa em Resina Sinfony,Coroa em Resina Sinfony,170,8040,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40727,8050,Coroa em Resina sob implante,,,Coroa em Resina sob implante,Coroa em Resina sob implante,171,8050,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40728,8060,Coroa Metal-free - (Cerampress),,,Coroa Metal-free - (Cerampress),Coroa Metal-free - (Cerampress),172,8060,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40729,8070,Coroa Metal-free - (Inceram),,,Coroa Metal-free - (Inceram),Coroa Metal-free - (Inceram),173,8070,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40730,8080,Coroa Metal-free - (Procera),,,Coroa Metal-free - (Procera),Coroa Metal-free - (Procera),174,8080,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40731,8090,Coroa Metal-free - (Zirconia; Sistema CAD/CAM),,,Coroa Metal-free - (Zirconia; Sistema CAD/CAM),Coroa Metal-free - (Zirconia; Sistema CAD/CAM),175,8090,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40732,8100,Coroa Metal-free sob implante - (Cerampress),,,Coroa Metal-free sob implante - (Cerampress),Coroa Metal-free sob implante - (Cerampress),176,8100,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40733,8110,Coroa Metal-free sob implante - (Inceram),,,Coroa Metal-free sob implante - (Inceram),Coroa Metal-free sob implante - (Inceram),177,8110,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40734,8120,Coroa Metal-free sob implante - (Procera),,,Coroa Metal-free sob implante - (Procera),Coroa Metal-free sob implante - (Procera),178,8120,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40735,8130,Coroa Metal-free sob implante - (Zirconia; Sistema CAD/CAM),,,Coroa Metal-free sob implante - (Zirconia; Sistema CAD/CAM),Coroa Metal-free sob implante - (Zirconia; Sistema CAD/CAM),179,8130,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40736,8140,Coroa metalo-cermica,,Coroa metalo-cerâmica,Coroa metalo-cerâmica,Coroa metalo-cerâmica,180,8140,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40737,8150,Coroa Metalo-cermica sob implante,,Coroa Metalo-cerâmica sob implante,Coroa Metalo-cerâmica sob implante,Coroa Metalo-cerâmica sob implante,181,8150,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40738,8160,Coroa Provis¢ria Imediata,,Coroa Provisória Imediata,Coroa Provisória Imediata,Coroa Provisória Imediata,182,8160,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40739,8161,Coroa Provis¢ria de Onlay / Inlay,,Coroa Provisória de Onlay / Inlay,Coroa Provisória de Onlay / Inlay,Coroa Provisória de Onlay / Inlay,183,8161,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40740,8170,Coroa Provis¢ria de Laborat¢rio sob implante,,Coroa Provisória de Laboratório sob implante,Coroa Provisória de Laboratório sob implante,Coroa Provisória de Laboratório sob implante,184,8170,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40741,8180,Coroa met lica total,,Coroa metálica total,Coroa metálica total,Coroa metálica total,185,8180,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40742,8190,Coroa Provis¢ria de Laborat¢rio,,Coroa Provisória de Laboratório,Coroa Provisória de Laboratório,Coroa Provisória de Laboratório,186,8190,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40743,8500,E-MAX - Lente de contato,,,E-MAX - Lente de contato,E-MAX - Lente de contato,187,8500,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40744,8481,E-MAX - RestauraÆo Onlay / Inlay em Dissilicato de l¡tio,,E-MAX - Restauração Onlay / Inlay em Dissilicato de lítio,E-MAX - Restauração Onlay / Inlay em Dissilicato de lítio,E-MAX - Restauração Onlay / Inlay em Dissilicato de lítio,188,8481,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40745,8200,Enceramento de diagn¢stico - (por elemento),,Enceramento de diagnóstico - (por elemento),Enceramento de diagnóstico - (por elemento),Enceramento de diagnóstico - (por elemento),189,8200,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40746,8210,Enceramento de diagn¢stico por elemento sob implante,,Enceramento de diagnóstico por elemento sob implante,Enceramento de diagnóstico por elemento sob implante,Enceramento de diagnóstico por elemento sob implante,190,8210,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40747,8220,Faceta em Porcelana,,,Faceta em Porcelana,Faceta em Porcelana,191,8220,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40748,8230,Faceta em Resina Acrilica,,,Faceta em Resina Acrilica,Faceta em Resina Acrilica,192,8230,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40749,8240,Guia Cirurgico,,,Guia Cirurgico,Guia Cirurgico,193,8240,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40750,8250,Jig ou Front-Plat,,Jig ou Front-Platô,Jig ou Front-Platô,Jig ou Front-Platô,194,8250,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40751,8151,MunhÆo Universal - CM,,Munhão Universal - CM,Munhão Universal - CM,Munhão Universal - CM,195,8151,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40752,8270,N£cleo Metal-free esttico,,Núcleo Metal-free estético,Núcleo Metal-free estético,Núcleo Metal-free estético,196,8270,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40753,8260,N£cleo Met lico-fundido,,Núcleo Metálico-fundido,Núcleo Metálico-fundido,Núcleo Metálico-fundido,197,8260,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40754,8290,Placa de mordida miorrelaxante,,,Placa de mordida miorrelaxante,Placa de mordida miorrelaxante,199,8290,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40755,8300,Placa para Bruxismo Acr¡lica,,Placa para Bruxismo Acrílica,Placa para Bruxismo Acrílica,Placa para Bruxismo Acrílica,200,8300,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40756,8305,Placa para Bruxismo Mista - (Erkoflex),,,Placa para Bruxismo Mista - (Erkoflex),Placa para Bruxismo Mista - (Erkoflex),201,8305,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40757,8310,Placa para Clareamento,,,Placa para Clareamento,Placa para Clareamento,202,8310,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40758,8320,Pr¢tese Parcial Fixa Adesiva Metal-free,,Prótese Parcial Fixa Adesiva Metal-free,Prótese Parcial Fixa Adesiva Metal-free,Prótese Parcial Fixa Adesiva Metal-free,203,8320,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40759,8330,Pr¢tese Parcial Fixa Acrilica sob Implante,,Prótese Parcial Fixa Acrilica sob Implante,Prótese Parcial Fixa Acrilica sob Implante,Prótese Parcial Fixa Acrilica sob Implante,204,8330,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40760,8340,Pr¢tese Parcial Fixa Metalo-cermica - (1 Pntico),,Prótese Parcial Fixa Metalo-cerâmica - (1 Pôntico),Prótese Parcial Fixa Metalo-cerâmica - (1 Pôntico),Prótese Parcial Fixa Metalo-cerâmica - (1 Pôntico),205,8340,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40761,8350,Pr¢tese Parcial Fixa Metalo-cermica - (2 Pnticos),,Prótese Parcial Fixa Metalo-cerâmica - (2 Pônticos),Prótese Parcial Fixa Metalo-cerâmica - (2 Pônticos),Prótese Parcial Fixa Metalo-cerâmica - (2 Pônticos),206,8350,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40762,8360,Pr¢tese Parcial Fixa Metalo-plastica - (1 Pntico),,Prótese Parcial Fixa Metalo-plastica - (1 Pôntico),Prótese Parcial Fixa Metalo-plastica - (1 Pôntico),Prótese Parcial Fixa Metalo-plastica - (1 Pôntico),207,8360,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40763,8361,Pr¢tese Parcial Fixa Metalo-plastica - (2 Pnticos),,Prótese Parcial Fixa Metalo-plastica - (2 Pônticos),Prótese Parcial Fixa Metalo-plastica - (2 Pônticos),Prótese Parcial Fixa Metalo-plastica - (2 Pônticos),208,8361,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40764,8370,Pr¢tese Parcial Fixa Provis¢ria - (1 Pntico),,Prótese Parcial Fixa Provisória - (1 Pôntico),Prótese Parcial Fixa Provisória - (1 Pôntico),Prótese Parcial Fixa Provisória - (1 Pôntico),209,8370,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40765,8380,Pr¢tese Parcial Remov¡vel - (Importada) / (por arcada),,Prótese Parcial Removível - (Importada) / (por arcada),Prótese Parcial Removível - (Importada) / (por arcada),Prótese Parcial Removível - (Importada) / (por arcada),210,8380,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40766,8390,Pr¢tese Parcial Remov¡vel - (por arcada),,Prótese Parcial Removível - (por arcada),Prótese Parcial Removível - (por arcada),Prótese Parcial Removível - (por arcada),211,8390,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40767,8400,Pr¢tese Parcial Remov¡vel Provis¢ria - (por arcada),,Prótese Parcial Removível Provisória - (por arcada),Prótese Parcial Removível Provisória - (por arcada),Prótese Parcial Removível Provisória - (por arcada),212,8400,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40768,8410,Pr¢tese Total - (Importada) / (por arcada),,Prótese Total - (Importada) / (por arcada),Prótese Total - (Importada) / (por arcada),Prótese Total - (Importada) / (por arcada),213,8410,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40769,8420,Pr¢tese Total - (por arcada),,Prótese Total - (por arcada),Prótese Total - (por arcada),Prótese Total - (por arcada),214,8420,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40770,8430,Pr¢tese Total Imediada - (por arcada),,Prótese Total Imediada - (por arcada),Prótese Total Imediada - (por arcada),Prótese Total Imediada - (por arcada),215,8430,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40771,8291,Protetor bucal Playsafe,,,Protetor bucal Playsafe,Protetor bucal Playsafe,216,8291,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40772,8440,Pr¢tese Protocolo,,Prótese Protocolo,Prótese Protocolo,Prótese Protocolo,217,8440,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40773,8450,Reembasamento de Coroa Provis¢ria,,Reembasamento de Coroa Provisória,Reembasamento de Coroa Provisória,Reembasamento de Coroa Provisória,218,8450,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40774,8460,Reembasamento Pr¢tese Total ou Parcial,,Reembasamento Prótese Total ou Parcial,Reembasamento Prótese Total ou Parcial,Reembasamento Prótese Total ou Parcial,219,8460,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40775,8470,RestauraÆo Met lica Fundida - RMF,,Restauração Metálica Fundida - RMF,Restauração Metálica Fundida - RMF,Restauração Metálica Fundida - RMF,220,8470,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40776,8480,RestauraÆo Onlay / Inlay em Porcelana,,Restauração Onlay / Inlay em Porcelana,Restauração Onlay / Inlay em Porcelana,Restauração Onlay / Inlay em Porcelana,221,8480,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40777,8490,RestauraÆo Onlay / Inlay em Ceromero,,Restauração Onlay / Inlay em Ceromero,Restauração Onlay / Inlay em Ceromero,Restauração Onlay / Inlay em Ceromero,222,8490,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40778,223,Aparelho Autoligado (Arcada Inferior),,,Aparelho Autoligado (Arcada Inferior),Aparelho Autoligado (Arcada Inferior),223,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40779,224,Aparelho Autoligado (Arcada Superior),,,Aparelho Autoligado (Arcada Superior),Aparelho Autoligado (Arcada Superior),224,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40780,225,Aparelho de contenÆo,,Aparelho de contenção,Aparelho de contenção,Aparelho de contenção,225,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40781,226,Aparelho em uma arcada conjugado c/ ap. auxiliar,,,Aparelho em uma arcada conjugado c/ ap. auxiliar,Aparelho em uma arcada conjugado c/ ap. auxiliar,226,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40782,227,Aparelho extra bucal,,,Aparelho extra bucal,Aparelho extra bucal,227,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40783,228,Aparelho Ortodntico Esttico em Porcelana - (Arcada Inferior), ,Aparelho Ortodôntico Estético em Porcelana - (Arcada Inferior),Aparelho Ortodôntico Estético em Porcelana - (Arcada Inferior),Aparelho Ortodôntico Estético em Porcelana - (Arcada Inferior),228,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40784,229,Aparelho Ortodntico Esttico em Porcelana - (Arcada Superior), ,Aparelho Ortodôntico Estético em Porcelana - (Arcada Superior),Aparelho Ortodôntico Estético em Porcelana - (Arcada Superior),Aparelho Ortodôntico Estético em Porcelana - (Arcada Superior),229,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40785,230,Aparelho Ortodntico Esttico em Zafira - (Arcada Inferior), ,Aparelho Ortodôntico Estético em Zafira - (Arcada Inferior),Aparelho Ortodôntico Estético em Zafira - (Arcada Inferior),Aparelho Ortodôntico Estético em Zafira - (Arcada Inferior),230,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40786,231,Aparelho Ortodntico Esttico em Zafira - (Arcada Superior), ,Aparelho Ortodôntico Estético em Zafira - (Arcada Superior),Aparelho Ortodôntico Estético em Zafira - (Arcada Superior),Aparelho Ortodôntico Estético em Zafira - (Arcada Superior),231,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40787,232,Aparelho Ortodntico Fixo - (Arcada Inferior),,Aparelho Ortodôntico Fixo - (Arcada Inferior),Aparelho Ortodôntico Fixo - (Arcada Inferior),Aparelho Ortodôntico Fixo - (Arcada Inferior),232,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40788,233,Aparelho Ortodntico Fixo - (Arcada Superior),,Aparelho Ortodôntico Fixo - (Arcada Superior),Aparelho Ortodôntico Fixo - (Arcada Superior),Aparelho Ortodôntico Fixo - (Arcada Superior),233,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40789,234,Aparelho Ortopedico,,,Aparelho Ortopedico,Aparelho Ortopedico,234,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40790,235,Aparelho removivel,,,Aparelho removivel,Aparelho removivel,235,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40791,236,"Aparelhos auxiliares (extra-oral, ""Bumper"", etc)",,,"Aparelhos auxiliares (extra-oral, ""Bumper"", etc)","Aparelhos auxiliares (extra-oral, ""Bumper"", etc)",236,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40792,237,Arco Palatino,,,Arco Palatino,Arco Palatino,237,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40793,238,Ativador de Haulp,,,Ativador de Haulp,Ativador de Haulp,238,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40794,239,Ativador de Rossi,,,Ativador de Rossi,Ativador de Rossi,239,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40795,240,Ativador de Zurick - Su¡a,,Ativador de Zurick - Suíça,Ativador de Zurick - Suíça,Ativador de Zurick - Suíça,240,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40796,241,Bandagem (Tubo bracket),,,Bandagem (Tubo bracket),Bandagem (Tubo bracket),241,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40797,242,Bandagem (Tubo duplo),,,Bandagem (Tubo duplo),Bandagem (Tubo duplo),242,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40798,243,Bandagem (Tubo simples),,,Bandagem (Tubo simples),Bandagem (Tubo simples),243,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40799,244,Bandagem (Tubo triplo),,,Bandagem (Tubo triplo),Bandagem (Tubo triplo),244,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40800,245,Barra Transpalatina,,,Barra Transpalatina,Barra Transpalatina,245,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
